score,item_id,media_id,item_title,item_date,item_creator,item_url,pdf_url,local_pdf,text_path,page_index,candidate_text_from_extraction_not_final,context_before,context_after,categories,matched_terms,extraction_quality_proxy,clearance_status,verification_status,attribution_mode
109,1079,1709,"December 8, 1941: Michael Chekhov's tenth class for professional actors: Criticism of scene by Peter Frye","December 8, 1941",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1079,https://collections.uwindsor.ca/files/original/e38e6444d4f667436d8450dc2f0cbad5b34f6afb.pdf,pdf_cache/item_1079_december-8-1941-michael-chekhov-s-tenth-class-for-professional-actors-criticism-of-scene-b.pdf,extracted_text_all/item_1079_december-8-1941-michael-chekhov-s-tenth-class-for-professional-actors-criticism-of-scene-b.txt,3,"You will see that with ""stars."" what pleases the audience is that behind them there is something more which is so attractive and fascinating, and we can always develop this quality by digging deeper into the part. RADIATION: There was another positive thing in this scene, and that was a very strong radiation.","It can be taken as an absolute rule so that the part has to be elaborated with such care. and long intensity, so that as actors we will always bc richer than the play requires.",What was good about it was that the actor did not do anything outwardly to help it in the wrong way.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,audience;quality;radiation;scene;will,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,662,1221,"February 1, 1937","February 1, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/662,https://collections.uwindsor.ca/files/original/1966a3ede8cfa9cdb6ab96fac16a2021763e49f5.pdf,pdf_cache/item_662_february-1-1937.pdf,extracted_text_all/item_662_february-1-1937.txt,3,"All directors muut do this from time to time. You must remind your cast that the whole playis to be done. when you give exercises for small momonts, you must also give exercises for the whole play so that the results will come sooner.","But it was done too quickly. what was good was that the director had taken the wholo play, and embraced it in her exercises.",Joplana should not be so close behind ualladina. if there is more space Salladina will feel the elemental forces better.,actor_struggle;daily_inspiration;directing_academic_footnote,cast;directors;play;whole;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,667,1226,"February 11, 1937","February 11, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/667,https://collections.uwindsor.ca/files/original/9183c6f18d8fde48a712a78c27da5f2041258ad2.pdf,pdf_cache/item_667_february-11-1937.pdf,extracted_text_all/item_667_february-11-1937.txt,2,The director must know whether his cast is really creating the atmosphere or not. There are two types of directors — one type is full of ideas. given tho problem to his coat and waits until he gets tho result.,"You will get better rooultu by tuning your cast before you start - such time is never lost, and you will got it back many times over.",That is the right typo.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,atmosphere;cast;director;directors;problem,0.892,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,667,1226,"February 11, 1937","February 11, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/667,https://collections.uwindsor.ca/files/original/9183c6f18d8fde48a712a78c27da5f2041258ad2.pdf,pdf_cache/item_667_february-11-1937.pdf,extracted_text_all/item_667_february-11-1937.txt,2,"The threshold is always there, in small as well as in big things ~ it is a very important climax in each moment of life. The threshold must be sensed. out if this is done subconsciously, or not consciously enough,z,it will spoil the coming event.",In giving the problem the director must help to get the results.,"Therefore, we are trying to be very conscious about things in our profession - things of which other actors",actor_struggle;daily_inspiration;directing_academic_footnote,climax;event;life;moment;will,0.892,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,827,1434,"February 14, 1938","February 14, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/827,https://collections.uwindsor.ca/files/original/260f65db82dadf54bb248b40c795641a9649bb0f.pdf,pdf_cache/item_827_february-14-1938.pdf,extracted_text_all/item_827_february-14-1938.txt,5,Therefore. you must do exercises - hours offsimplo exercises for the feeling of form. feeling of beauty. They will free your body; and you must imagine yourself being free.,You catch your own emotions in a grip and stop yourself.,You must all do this when you are imagining - imagine yourself with a free and flexible body.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,beauty;body;feeling;form;free;will,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,827,1434,"February 14, 1938","February 14, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/827,https://collections.uwindsor.ca/files/original/260f65db82dadf54bb248b40c795641a9649bb0f.pdf,pdf_cache/item_827_february-14-1938.pdf,extracted_text_all/item_827_february-14-1938.txt,11,"I want you to be absolutely free inside and outwardly. and for this aim I want you to start with inner freedom, and by this I mean something special. will you. therefore, throughout the whole scene. carry through the feeling of form for his emotions. and this is the point from which you will develop the freedom.","Chekhov February 1D, 1938 ress in being more movable and flexible than before.",It was not quite clear to me what real experience this character was feeling at the moment.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,feeling;form;free;freedom;scene;whole;will,0.889,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,828,1435,"February 15, 1938","February 15, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/828,https://collections.uwindsor.ca/files/original/8bb1971bd76cf252cc7035ae59cda4eaf45616a2.pdf,pdf_cache/item_828_february-15-1938.pdf,extracted_text_all/item_828_february-15-1938.txt,2,"This is the basis for the future understanding of rhythm. he 3 are always speaking about rhythm. but it io too early to touch this question of rhythm because it is a very intangible — yet tangible - thing. The whole question is the preparatory work, and than the ability to use the rhythm will flower of ‘ itself.","This attempt to find the rhythm, the tune. the ‘ ‘ —‘T::tn-v-o1‘—wm - This is wnuv we must oevelop as contact.","Therefore, it may be necessary to work around this 1 question for a long time.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,ability;future;rhythm;whole;will,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,828,1435,"February 15, 1938","February 15, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/828,https://collections.uwindsor.ca/files/original/8bb1971bd76cf252cc7035ae59cda4eaf45616a2.pdf,pdf_cache/item_828_february-15-1938.pdf,extracted_text_all/item_828_february-15-1938.txt,5,"The really developed sense of composition in music will give us the possibility which I want. not to slim to {P4 something definite. but to be able to create in this form different things - to be free. To achieve this freedom, we must do these exercises Now, take it much more simply, the sane scene.","The real form will never kill the real life, but will increase it. when Elsa [opera studio student] will sing on the basis of many exercises in imagination. objective. etc., she will sing with a much stronger impression than if she simply sinas without such a basis.","I I” n, lirm that it is very strange and very difficult",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,composition;form;free;freedom;scene;will,0.885,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,669,1228,"February 18, 1937","February 18, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/669,https://collections.uwindsor.ca/files/original/b410ed50995e1999193e915c9a7efa8ce8fb2c43.pdf,pdf_cache/item_669_february-18-1937.pdf,extracted_text_all/item_669_february-18-1937.txt,2,The director must require that the whole being of tho actor does the gesture. Tho aura must be thero so that the actor will get something new from the gesture.,"Chekhov February 18, 1937 of the illusion in making tho gestures.",DIRECTING THROUGH TH?,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,director;gesture;whole;will,0.894,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,669,1228,"February 18, 1937","February 18, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/669,https://collections.uwindsor.ca/files/original/b410ed50995e1999193e915c9a7efa8ce8fb2c43.pdf,pdf_cache/item_669_february-18-1937.pdf,extracted_text_all/item_669_february-18-1937.txt,4,"The moment an actor gets a part he bcoomeu more stupid than he is as an ordinary person. Therefore, the director must help his cast - they cannot produce the atmosphere in five minutes, and they do not know the simplest things.",It is something in the actor's nature.,"Therefore, the director must repeat for them the quality of the atmosphere which he wants for them. :HiAPMS AND CHARTS 0R SCHEMES: Those are very good and they help the actor to die— cover many things. provided they are not done xdth the intellect.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,atmosphere;cannot;cast;director;moment,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,832,1439,"February 21, 1938","February 21, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/832,https://collections.uwindsor.ca/files/original/4b8060d6e50e827af242313313bd4d6ad707c832.pdf,pdf_cache/item_832_february-21-1938.pdf,extracted_text_all/item_832_february-21-1938.txt,1,"It ia a very important question and can be explained only by changing our ability or thinking because rhythm belongs to the world of spiritual life, whether it is human spiritual life or objective spiritual life. A spiritually-tuned consciousness will understand things which the earthly-tuned human consciousneso cannot.","Rudolf Steiner Goethe Albert Steffen YTHuh There must be a definite beginning, middle part, and end, al‘hough it seems to be continuous movement and endlessnesa.","Therefore, if we try with purely intellectual means to solve the problem of the contradiction of the endleaoness of rhythm and continuous movanent and the stopped beginning and end, we will not find the way.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,ability;cannot;life;objective;rhythm;will,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,832,1439,"February 21, 1938","February 21, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/832,https://collections.uwindsor.ca/files/original/4b8060d6e50e827af242313313bd4d6ad707c832.pdf,pdf_cache/item_832_february-21-1938.pdf,extracted_text_all/item_832_february-21-1938.txt,1,"Therefore, if we try with purely intellectual means to solve the problem of the contradiction of the endleaoness of rhythm and continuous movanent and the stopped beginning and end, we will not find the way.",A spiritually-tuned consciousness will understand things which the earthly-tuned human consciousneso cannot.,But at the moment we try to tune our consciousness a little more spiritually. we will get the answer at once. [he answer is that we must understnnd it more as artists than as thinking people: then we will understand.,actor_struggle;directing_academic_footnote;method_terms,beginning;end;intellectual;problem;rhythm;will,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,834,1441,"February 22, 1938 (morning)","February 22, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/834,https://collections.uwindsor.ca/files/original/c68aa087d62c9fd3ff9c573dd6d522ecd946aa89.pdf,pdf_cache/item_834_february-22-1938-morning.pdf,extracted_text_all/item_834_february-22-1938-morning.txt,6,It must be done with the whole being. It in possible for the actor to understand inwardly the meaning of the geoture. and there is no need to stop the rehearsal and re~ hearse the gesture.,I have noticed that the gesture you have done now was not done fully.,The motor can do this gesture inside. perhaps halt-consoiouely. and this may be quite enough.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,gesture;rehearsal;stop;whole,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,671,1230,"February 23, 1937","February 23, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/671,https://collections.uwindsor.ca/files/original/6cc6deabe5420a6aa50b8ea99085882f7eb06aab.pdf,pdf_cache/item_671_february-23-1937.pdf,extracted_text_all/item_671_february-23-1937.txt,3,It is very interestins to see how easily the atmosphere was created because you approached it through the imagination. the whole scene was a composition of psychological SEStures. But in giving such a problem the danger lies in doing everything too quickly.,Chekhov February 23; 1937 Cgiticisgl rhe Creation of the atmosphere was very good and Strong.,"There were so many gestures, each one of which was an event which must be explored. nhan doing these gestures, the actor is not yet able to listen to all the reactions.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,atmosphere;composition;imagination;problem;scene;whole,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,837,1444,"February 25, 1938","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/837,https://collections.uwindsor.ca/files/original/fea15c939be1bd99d817c7738fb3594c323949bc.pdf,pdf_cache/item_837_february-25-1938.pdf,extracted_text_all/item_837_february-25-1938.txt,6,"We come to the middle part which is emptiness - everybody has lost his former pcttorn and existence. and everybody to a csrtﬁin BXtent has died. ihe world becomes empty and dead. and the storm has ceased. and the cleverness and life and majesty has expired. How, will you please follow the imaginary form which is a little bit difficult - the earthy life of Lear expires.","bruary 29, 1938 Tom.","As the result of this expiration comes the second part which is death and emptiness. and when he and blind Gloucester meet each other on the heath and empty spaces, they are actually the reversal of the beginning, in which was the mighty king and his servant Gloucester. n0 , let us ask the questions as though we are intellectual people. what is this emptiness. this death expressed in madness, blindness?",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,dead;difficult;form;imaginary;life;middle;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,838,1445,"February 25, 1938 (afternoon)","February 25, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/838,https://collections.uwindsor.ca/files/original/5d6c71cf4630e266f57ef47fcdbdd74e79be7973.pdf,pdf_cache/item_838_february-25-1938-afternoon.pdf,extracted_text_all/item_838_february-25-1938-afternoon.txt,8,"Instead of having ""new the form will break."" and being able to run in psychological space, the form will be closed and we will stop and be frozen in this form. if we are active in radiation, t will lcad us more and more to this activity. This is a big play, and we must act it with such activity and peter that the audience will",That means that the radiation is like a gun which is always like a gun which is always full and can give the shot. with time. this lack of radiation leads us to this timeless time which is almost stopyed.,,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,audience;form;play;radiation;stop;will,0.892,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,839,1446,"February 28, 1938","February 28, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/839,https://collections.uwindsor.ca/files/original/efb826e423e2e196494db41ab155c3144992aa48.pdf,pdf_cache/item_839_february-28-1938.pdf,extracted_text_all/item_839_february-28-1938.txt,2,If an ariist speaks someth_ng it must be full of meaning. nothing i3 a dead form on the stage. Individuality an the stage is as precious as in each human life: never become part of a or yd gsychology: 3.01 'd is a group of individual people; one is an iLdiVidual belonging to the group — quite free.,Jhat is the reason far havir a school.,,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,dead;form;free;group;individuality;life,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,840,1447,"February 28, 1938 (afternoon)","February 28, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/840,https://collections.uwindsor.ca/files/original/b7b7abf344ec2aa827cd1212581f9f41f2e5d52c.pdf,pdf_cache/item_840_february-28-1938-afternoon.pdf,extracted_text_all/item_840_february-28-1938-afternoon.txt,3,"It is a part of creative activity not to lose oneself in the group. Psychologicallw, as actors we must always be able to cover space: we must be big enough to cover ’cho Coliseum, but without amgemtion. l’REI-ILICE: Everywhere must be your artistic nreocnce through your voice, and movement. and radiation.",Never bocomo the crowd. the crowd is made up of individual people.,"Fill the space as artists, not as shouting dictaﬁors.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,creative;group;radiation;voice,0.873,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,1038,1670,"February 29, 1940","February 29, 1940",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1038,https://collections.uwindsor.ca/files/original/291d4cdd9cf12aea33008eac477c9545fa095a04.pdf,pdf_cache/item_1038_february-29-1940.pdf,extracted_text_all/item_1038_february-29-1940.txt,1,If‘you want to take the whole method and find a word for the whole Metﬁod; it is actually the psychological gesture.’ It in the crown on top of everything. There 10' no one point ~x1h1ch you cannot find in the psychological genera.,Therefore. the only criticism we can apply “cov‘the gesture in whether it liven in you or not.,Tho paychologicul gesture 10 sometimes an. at- ' tempt to describe the pnychology behind nomethlng.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,cannot;gesture;psychological gesture;whole,0.872,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,663,1222,"February 3, 1937","February 3, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/663,https://collections.uwindsor.ca/files/original/7746e3355a480c0b4cf1c2a7eb5c862436b9c7d9.pdf,pdf_cache/item_663_february-3-1937.pdf,extracted_text_all/item_663_february-3-1937.txt,1,"Getting costumes is always disturbing and destrUCtive, and the cast will lose its direction in the play — this is a normal state of thingo. it 13 well known that young actors and studentn lnnn vnrv nanilv tho structure they have already had. it is a very normal and usual thing, and there is no one to blame. But we can draw one conclusion from this rehearsal. and that is that our plays must get more and more composition in their inward and outward form. we must get the scaffolding in our consciousness and follow it.",PLAY: Let us speak about yesterday's rehearsal.,"Low we are stepping into the period when we will start to try to find a structure for Th2 Solgen Stood, and this structure you must keep under all circumstances. we have already tried to find some forms when we explored the three parts of red, blue and yellow.",actor_struggle;directing_academic_footnote;method_terms,cast;composition;direction;form;play;rehearsal;structure;will,0.886,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,663,1222,"February 3, 1937","February 3, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/663,https://collections.uwindsor.ca/files/original/7746e3355a480c0b4cf1c2a7eb5c862436b9c7d9.pdf,pdf_cache/item_663_february-3-1937.pdf,extracted_text_all/item_663_february-3-1937.txt,3,"Each director and actor must know this, and the director must require this of his cast. If the director Will keep the spiral in mind, tho actors will find the right approach. (Director's cxorcise:) Alina's gesture must be one of real freedom and trust. whilo Balladina's is tight and compressed.",She work must be prepared.,Alina's gesture is to bring her hands from behind her back and say.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,cast;director;director's;freedom;gesture;will,0.879,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,663,1222,"February 3, 1937","February 3, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/663,https://collections.uwindsor.ca/files/original/7746e3355a480c0b4cf1c2a7eb5c862436b9c7d9.pdf,pdf_cache/item_663_february-3-1937.pdf,extracted_text_all/item_663_february-3-1937.txt,4,"PSYCHOLOGICAL GVSTURV: Cgiticigmx what was good and new today was that the director had taken part of the text and explored it as a gesture, using some words as a substitm: for the whole toxt. lhis is a very good stop and is tho right approach. The mistake on the part of the actors was, that in exploring the gestures. they did not use their whole bodies.",They both do the same gesture — rising out of the earth with a gesture of possessivonoso:‘which gathers more strength each time. ihoy are affected by each other.,"1f tho gesture is only a physical one it is not a psychological gesture, and it will not awaken any other powers.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,director;gesture;mistake;stop;whole,0.891,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,817,1408,"February 3, 1938","February 3, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/817,https://collections.uwindsor.ca/files/original/3f54a4f6bde6164cc8f974e24765b1f322a1d124.pdf,pdf_cache/item_817_february-3-1938.pdf,extracted_text_all/item_817_february-3-1938.txt,4,"For example, we will take the quality of anger or wrath. then transform those qualities into quite the opposite. (1) Wrath. (2) Release: Hoforo we go on I want to call your attention to the fact that if you really do these gestures with your whole body, your whole being. it is not important what you are using (legs. arms, shoulders). it will be right.",From the point tf View of qualities. we are quite free to take any qualities that we need.,"Again, do the gesture of wrath, then release.",actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,attention;body;qualities;quality;whole;will,0.887,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,819,1426,"February 4, 1938","February 4, 1938",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/819,https://collections.uwindsor.ca/files/original/668aec0988713db9ff0e4bf95b359eb7353b8d12.pdf,pdf_cache/item_819_february-4-1938.pdf,extracted_text_all/item_819_february-4-1938.txt,5,"Lhis gives us first of all the right to speak about the atmosphere, and second it is a ﬁrick to mnﬂwn the feelings by starting with an objective thing, taking it and radiating it back, and the feeli gs will be ihero if the experience is strong enough. I have noticed that in our work on the two plays we have been very weak in atmosphere. .lease 1313-: room is full of the atmosphere of dep ass","We are able to take the objective. for instance. because it is in our power. we can very easily imagine this room full of atmosphere, but at the moment when we imagine a certain atmosphere which is easy to do, we can say to ourselves, ”now take this atmosyhcre into you."" ihis is the means to inflame the feelings in us; to turn the atmosphere into the feelings, to make something which is objective into something subjective. is use tuis atmosphere ",,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,atmosphere;feelings;first;objective;weak;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,1029,1661,"February 5, 1940","February 5, 1940",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/1029,https://collections.uwindsor.ca/files/original/dc267173960cebfac8e5ba52409dc0155103b21d.pdf,pdf_cache/item_1029_february-5-1940.pdf,extracted_text_all/item_1029_february-5-1940.txt,10,Fran the first moment you will see that you cannot incorporate it as you one it. and on you have to open all the doom and sand it out. All tho activity \10 have in our profession in actually one big thing - you can start from the imagination and you will finiuh with nouothing clue.,The improyieution 1:21er its stunt again fronthe m-..» same point - fire: i1:13 have the magmmd than to tny to incorporate it on (vastly no possible.,"Actually the whole method it: one big thing. and when your soul will got the fooling than: the method ie-o'na wholo thing, then you will be an actor and a happy one.",actor_struggle;daily_inspiration;directing_academic_footnote,cannot;first;imagination;moment;will,0.880,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,666,1225,"February 9, 1937","February 9, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/666,https://collections.uwindsor.ca/files/original/cbeec9b999193fcd2e163118a42a1f6de5ef8838.pdf,pdf_cache/item_666_february-9-1937.pdf,extracted_text_all/item_666_february-9-1937.txt,1,It is also good for the director to know whether he has taken a stop forward. Balladinan (Director's oxerciooeu) Imagination aniatmoepherox see the action in your imagination and create tho atmosphere.,Each director should tell his cast just how much they have reached each day. and this will help the cast to realize what progress has been made.,First create the atmosphere when the two sisters are talking about Kirkov.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,action;atmosphere;director;director's;imagination;stop,0.890,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,652,1208,"January 14, 1937","January 14, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/652,https://collections.uwindsor.ca/files/original/19c5ab30fdad4f4219d19eb0dc92c37957cabc04.pdf,pdf_cache/item_652_january-14-1937.pdf,extracted_text_all/item_652_january-14-1937.txt,2,"Such a feeling can be the first step towards the new understanding of the theatre. and with such an understanding perhaps we will be able to create a really new kind of theatre. The task is very big, and the problems are difficult. and the future is very far.",We must develop in ourselves this feeling for everyone who is around us.,"But we must start. ear-riot: IMAGINING THE PLAY: The Fishino Scone: ___________L_____ The first thing you must do is to imagine everything that the director or the designer will tell you. in order to hear. not with your brain or intellect, but with yolm imagination. you must train yourself to hear everything with your imagination.",actor_struggle;daily_inspiration;directing_academic_footnote,difficult;feeling;first;future;theatre;will,0.877,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,652,1208,"January 14, 1937","January 14, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/652,https://collections.uwindsor.ca/files/original/19c5ab30fdad4f4219d19eb0dc92c37957cabc04.pdf,pdf_cache/item_652_january-14-1937.pdf,extracted_text_all/item_652_january-14-1937.txt,10,The cast must follow the director with the imagination only. 2. lho feelings can be awarenod through means or action. atmosphere. or imagination.,General advice: 1.,3.,actor_struggle;daily_inspiration;directing_academic_footnote;method_terms,action;atmosphere;cast;director;feelings;imagination,0.884,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,653,1209,"January 16, 1937","January 16, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/653,https://collections.uwindsor.ca/files/original/bb9c03dd6f50894ac6261959089f8a4d3dbf8291.pdf,pdf_cache/item_653_january-16-1937.pdf,extracted_text_all/item_653_january-16-1937.txt,2,"Chekhov oguuury 16, lﬂdf you must bring the curtain down, and try to realize what was the most important moment in the pl"" - YOU 'ill £03 roal inspiration from this, and it will lead you in the right way. to this way you will see the real idea or the play, which beCOmes clear only at the and of it.",J.,You will get a special eye for your play.,actor_struggle;daily_inspiration;directing_academic_footnote,important moment;inspiration;moment;play;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
109,653,1209,"January 16, 1937","January 16, 1937",primary_chekhov_transcription: by Michael Chekhov; transcribed by Deirdre Hurst du Prey,https://collections.uwindsor.ca/chekhov/item/653,https://collections.uwindsor.ca/files/original/bb9c03dd6f50894ac6261959089f8a4d3dbf8291.pdf,pdf_cache/item_653_january-16-1937.pdf,extracted_text_all/item_653_january-16-1937.txt,2,"J. Chekhov oguuury 16, lﬂdf you must bring the curtain down, and try to realize what was the most important moment in the pl"" - YOU 'ill £03 roal inspiration from this, and it will lead you in the right way. to this way you will see the real idea or the play, which beCOmes clear only at the and of it.",,You will get a special eye for your play.,actor_struggle;daily_inspiration;directing_academic_footnote,important moment;inspiration;moment;play;will,0.888,internal_candidate_only__not_publicly_cleared,needs_visual_verification,"lesson/transcription/UWindsor attribution approved by Dawson, exact source context still required"
