score,matched_terms,id,title,date,item_url,subjects,tags,media_urls
1,objective,718,"June 12, 1937","June 12, 1937",https://collections.uwindsor.ca/chekhov/item/718,,objective,https://collections.uwindsor.ca/files/original/532e2638296bc0a0313873c1806ebd7dedb8f773.pdf
1,scene,720,"June 15, 1937","June 15, 1937",https://collections.uwindsor.ca/chekhov/item/720,"Słowacki, Juliusz, 1809-1849. Balladina; The fishing scene; Ibsen, Henrik, 1828-1906. Peer Gynt; Carnival (scene)",Balladina; Carnival scene; fishing scene; Ibsen; justification; Peer Gynt; rhythmical gesture; Słowacki,https://collections.uwindsor.ca/files/original/ac8b8c235d4bb0d5f596c275abc4fa4e50a5d26d.pdf
1,theatre,721,"June 16, 1937","June 16, 1937",https://collections.uwindsor.ca/chekhov/item/721,"Stanislavsky, Konstantin, 1863-1938; Moscow Art Theatre; Vakhtangov, Evgenii, 1883-1922; Princess Turandot; Dickens, Charles, 1812-1870. Cricket on the hearth",Cricket on the Hearth; Dickens; feeling of truth; intellect; Moscow Art Theatre; Princess Turandot; Stanislavsky; Vakhtangov,https://collections.uwindsor.ca/files/original/a9b693bf64bc363245512b90a2ae857eba201ad6.pdf
1,objective,722,"June 17, 1937","June 17, 1937",https://collections.uwindsor.ca/chekhov/item/722,"Słowacki, Juliusz, 1809-1849. Balladina; Ibsen, Henrik, 1828-1906. Peer Gynt",Balladina; costume; feeling of truth; Ibsen; justification; objective; Peer Gynt; Słowacki,https://collections.uwindsor.ca/files/original/0f4e31680496cd985b7e97f237d567c739256b70.pdf
1,theatre,893,"June 19, 1938","June 19, 1938",https://collections.uwindsor.ca/chekhov/item/893,"Young, Henry Lyon. Spanish evening; Stanislavsky, Konstantin, 1863-1938; Moscow Art Theatre; Cervantes Saavedra, Miguel de, 1547-1616. Don Quixote; Steiner, Rudolf, 1861-1925",archetype; body; center; Cervantes; characterization; Don Quixote; Eurhythmy; Henry Lyon Young; imagination; incorporation; method [Chekhov]; method [Stanislavsky]; psychological gesture; Spanish Evening; Stanislavsky; Steiner,https://collections.uwindsor.ca/files/original/0ed98209495501e14c8b81b953cace9ec7405702.pdf
1,scene,725,"June 22, 1937","June 22, 1937",https://collections.uwindsor.ca/chekhov/item/725,"Steiner, Rudolf, 1861-1925; Rainis, Jānis, 1865-1929. The Golden steed; The fishing scene",concentration; exercises; fishing scene; Golden Steed; Jānis; Rainis; Steiner,https://collections.uwindsor.ca/files/original/6f6e05e8fc04a3b5b19f59331a52a09210d60ee0.pdf
1,scene,727,"June 24, 1937","June 24, 1937",https://collections.uwindsor.ca/chekhov/item/727,The fishing scene,color; fishing scene; inspiration; lighting,https://collections.uwindsor.ca/files/original/836e265906a18333954a1443c108144133238489.pdf
1,rhythm,733,"June 29, 1937 (afternoon)","June 29, 1937",https://collections.uwindsor.ca/chekhov/item/733,"Shakespeare, William, 1564-1616. Hamlet",Beatrice Straight; Hamlet; rhythm; Shakespeare,https://collections.uwindsor.ca/files/original/69ac44a29557f0ae267a898cdf246eec8b8927d7.pdf
1,style,964,"June 29, 1939","June 29, 1939",https://collections.uwindsor.ca/chekhov/item/964,"Dickens, Charles, 1812-1870; Cruikshank, George, 1792-1878; Shakespeare, William, 1564-1616",characterization; costume; style; transitions,https://collections.uwindsor.ca/files/original/bbe24be51485c649745a491bb79f72396c39507d.pdf
1,style,965,"June 29, 1939: Suggestions for style for Pickwick","June 29, 1939",https://collections.uwindsor.ca/chekhov/item/965,"Dickens, Charles, 1812-1870. Pickwick papers; Cruikshank, George, 1792-1878",Cruikshank; Dickens; imagination; Pickwick Papers; transitions,https://collections.uwindsor.ca/files/original/03efe6a944ef5c6bf2c29d5cc210f9e285d73543.pdf
1,rhythm,900,"June 30, 1938","June 30, 1938",https://collections.uwindsor.ca/chekhov/item/900,"Young, Henry Lyon. Spanish evening",Henry Lyon Young; rhythm; Spanish Evening,https://collections.uwindsor.ca/files/original/00e978ebf542744231802ea2d777fed55b834cd0.pdf
1,theatre,884,"June 6, 1938","June 6, 1938",https://collections.uwindsor.ca/chekhov/item/884,"Young, Henry Lyon. Spanish evening; Shaw, Bernard, 1856-1950",author; Henry Lyon Young; method [Chekhov]; Shaw; Spanish Evening; theatre of the future,https://collections.uwindsor.ca/files/original/d8cc65b99eaba3450827e4f3286911f1b3a60b83.pdf
1,style,713,"June 7, 1937","June 7, 1937",https://collections.uwindsor.ca/chekhov/item/713,,style,https://collections.uwindsor.ca/files/original/5e40a0bdbbf6e535ca4c3f131901997f67fadf18.pdf
1,objective,959,"June 7, 1939","June 7, 1939",https://collections.uwindsor.ca/chekhov/item/959,,exercises; objective; rhythmical gesture,https://collections.uwindsor.ca/files/original/5b14a1fadd4ef6815a4773373c6de6c9150f61ce.pdf
1,theatre,887,"June 8, 1938: Suggestions for an article about Michael Chekhov","June 8, 1938",https://collections.uwindsor.ca/chekhov/item/887,"Stanislavsky, Konstantin, 1863-1938; Moscow Art Theatre; Steiner, Rudolf, 1861-1925; Markov, P. A. (Pavel Aleksandrovich), 1897-1980",Dorothy Elmhirst; George Shdanoff; Markov; method [Stanislavsky]; Moscow Art Theatre; Stanislavsky; Steiner,https://collections.uwindsor.ca/files/original/3a9eca64b473b28484fe9e47df26e4b8cc5a4177.pdf
1,theatre,1044,"June 8, 1940: Meeting with all students","June 8, 1940",https://collections.uwindsor.ca/chekhov/item/1044,"Shakespeare, William, 1564-1616. Twelfth night",Beatrice Straight; Shakespeare; theatre of the future; Twelfth Night,https://collections.uwindsor.ca/files/original/ba7c96a828100b3d4802a79b13037805fcdd3cd5.pdf
1,scene,961,"June 9, 1939","June 9, 1939",https://collections.uwindsor.ca/chekhov/item/961,"Draper, Ruth, 1884-1956; The robbers (scene)",Draper; exercises; movement; presence; radiating; robbers scene; significance,https://collections.uwindsor.ca/files/original/ba8b73cfebcba5d2ae2b2b23364dac6c587b933e.pdf
1,theatre,566,To the reader,"June, 1977",https://collections.uwindsor.ca/chekhov/item/566,"Chekhov, Michael, 1891-1955. To the actor, on the technique of acting; Strindberg, August, 1849-1912. Erik XIV; Vakhtangov, Evgenii, 1883-1922; Steiner, Rudolf, 1861-1925; Stanislavsky, Konstantin, 1863-1938; Reinhardt, Max, 1873-1943; Shakespeare, William, 1564-1616. Twelfth night; Shakespeare, William, 1564-1616. Hamlet",Chekhov Theatre Studio; Dartington Hall; Erik XIV; Georgette Boner; Hamlet; Reinhardt; Shakespeare; Stanislavsky; Steiner; Strindberg; Twelfth Night; Vakhtangov,https://collections.uwindsor.ca/files/original/3b5bcf2f7234d053c363a237b2ddc58981508708.pdf
1,theatre,841,"March 1, 1938","March 1, 1938",https://collections.uwindsor.ca/chekhov/item/841,"Young, Henry Lyon. Spanish evening; Shdanoff, George, 1905-1998. The Possessed; Moscow Art Theatre; Stanislavsky, Konstantin, 1863-1938; Nemirovich-Danchenko, Vasiliĭ Ivanovich, 1848-1936; Sulerzhit︠s︡kiĭ, L. A. (Leopolʹd Antonovich), 1872-1916; Vakhtangov, Evgenii, 1883-1922",Blair Cutting; Deirdre Hurst; Eleanor Paison; George Shdanoff; Henry Lyon Young; individuality; Possessed; space; Spanish Evening; urgency,https://collections.uwindsor.ca/files/original/ef1b12b953c3d466890980075434adef807d0061.pdf
1,ensemble,678,"March 12, 1937","March 12, 1937",https://collections.uwindsor.ca/chekhov/item/678,,ensemble feeling; feeling of the whole; threshold,https://collections.uwindsor.ca/files/original/637e2c81692e595e4a4c8b419f81591f997c4ae4.pdf
1,rhythm,857,"March 16, 1938","March 16, 1938",https://collections.uwindsor.ca/chekhov/item/857,"Shdanoff, George, 1905-1998. The Possessed",exercises; feeling of the whole; George Shdanoff; Possessed; rhythm,https://collections.uwindsor.ca/files/original/f86af6b8855ca611ef7a1751e13b83503409b655.pdf
1,tempo,946,"March 16, 1939","March 16, 1939",https://collections.uwindsor.ca/chekhov/item/946,"Shdanoff, George, 1905-1998. The Possessed",Beatrice Straight; Frances; George Shdanoff; John Flynn; Peter Tunnard; Possessed; tempo; Woodrow Chambliss,https://collections.uwindsor.ca/files/original/abcaaa412f360d12a89c3adc6f34d74937601428.pdf
1,rhythm,859,"March 17, 1938","March 17, 1938",https://collections.uwindsor.ca/chekhov/item/859,"Shakespeare, William, 1564-1616. King Lear",anticipation; climax; improvisation; King Lear; preparation; psychological gesture; rhythm; Shakespeare,https://collections.uwindsor.ca/files/original/a89fcf996d4197e9e6cd41279ef18565e64ff7df.pdf
1,style,860,"March 17, 1938 (afternoon)","March 17, 1938",https://collections.uwindsor.ca/chekhov/item/860,"Shdanoff, George, 1905-1998. The Possessed",George Shdanoff; Possessed; presence; style,https://collections.uwindsor.ca/files/original/5a97c10e73af2cd93673232f4b3f4793bf91d986.pdf
1,rhythm,861,"March 18, 1938","March 18, 1938",https://collections.uwindsor.ca/chekhov/item/861,"Berger, Henning, 1872-1924. The Deluge",Berger; Deluge; feeling of the whole; rhythm; the pause,https://collections.uwindsor.ca/files/original/ae6438dc92b7fc7632d282f7ad2688a8607e4936.pdf
1,director,684,"March 19, 1937: Advice for directors","March 19, 1937",https://collections.uwindsor.ca/chekhov/item/684,"Ibsen, Henrik, 1828-1906. Peer Gynt",director; Ibsen; Peer Gynt; psychological gesture,https://collections.uwindsor.ca/files/original/3a1badbc51c3509291ed81c5dc80b0ceb11ca9be.pdf
1,ensemble,673,"March 2, 1937","March 2, 1937",https://collections.uwindsor.ca/chekhov/item/673,,ensemble feeling,https://collections.uwindsor.ca/files/original/30cb11e460edafbe849f20fc7b6afc7eb30f6279.pdf
1,atmosphere,864,"March 21, 1938 (afternoon)","March 21, 1938",https://collections.uwindsor.ca/chekhov/item/864,"Shdanoff, George, 1905-1998. The Possessed",atmosphere; body; George Shdanoff; imagination; incorporation; Possessed,https://collections.uwindsor.ca/files/original/dadb46f94afaef96d5f350220765a9f5b62fe15b.pdf
1,audience,865,"March 22, 1938","March 22, 1938",https://collections.uwindsor.ca/chekhov/item/865,"Shdanoff, George, 1905-1998. The Possessed; Vakhtangov, Evgenii, 1883-1922",audience; George Shdanoff; Hurd Hatfield; imagination; John Schoepperle; Possessed; Vakhtangov,https://collections.uwindsor.ca/files/original/cefa544450302cf0146416f2dda5a6723d8f9dc1.pdf
1,rhythm,1086,"March 26, 1942: Lecture to members of ""Actors' Cue""","March 26, 1942",https://collections.uwindsor.ca/chekhov/item/1086,"Shakespeare, William, 1564-1616. King Lear; Hitler, Adolf, 1889-1945; Mussolini, Benito, 1883-1945",body; contrast; creativity; Hitler; imagination; ingenuity; King Lear; movement; Mussolini; rhythm; Shakespeare; speech,https://collections.uwindsor.ca/files/original/4fc22a8a7ba264b364801fdcd981a7fd5669995c.pdf
1,style,1040,"March 27, 1940","March 27, 1940",https://collections.uwindsor.ca/chekhov/item/1040,"Young, Henry Lyon. Spanish evening; Gorky, Maksim, 1868-1936. The Lower depths; Shakespeare, William, 1564-1616. King Richard III; Anderson, Maxwell, 1888-1959. Winterset; Shaw, Bernard, 1856-1950. Pygmalion; Molnár, Ferenc, 1878-1952. Liliom; Strindberg, August, 1849-1912. Stronger; Chaliapin, Fyodor Ivanovich, 1873-1938",Anderson; Barbara Joyce; Chaliapin; clown; commedia dell'arte; Esther; exercises; Gorky; Guy; Henry Lyon Young; improvisation; Liliom; Lower Depths; Molnár; psychological gesture; Pygmalion; Richard III; Shakespeare; Shaw; Spanish Evening; speech; Strindberg; Stronger; style; Virginia; Winterset,https://collections.uwindsor.ca/files/original/23bee73c9af91fe4cdc328b700ac3116326e2377.pdf
1,objective,689,"March 29, 1937","March 29, 1937",https://collections.uwindsor.ca/chekhov/item/689,"Stanislavsky, Konstantin, 1863-1938; Shakespeare, William, 1564-1616. Hamlet",Hamlet; objective; Shakespeare; Stanislavsky,https://collections.uwindsor.ca/files/original/e74634c1bd795010f6cc2a37319230a2b999158c.pdf
1,form,843,"March 3, 1938","March 3, 1938",https://collections.uwindsor.ca/chekhov/item/843,"Shdanoff, George, 1905-1998. The Possessed",feeling of form; George Shdanoff; Possessed; psychology,https://collections.uwindsor.ca/files/original/42e649a2331bbcf6b93514a14830fb791c639736.pdf
1,director,690,"March 30, 1937","March 30, 1937",https://collections.uwindsor.ca/chekhov/item/690,"Słowacki, Juliusz, 1809-1849. Balladina",director; Dorothy Elmhirst; Eleanor Paison; psychological gesture,https://collections.uwindsor.ca/files/original/3894d14d40359cecc0e84c4fd7b6664d2f88a4dd.pdf
1,style,844,"March 4, 1938","March 4, 1938",https://collections.uwindsor.ca/chekhov/item/844,"Shdanoff, George, 1905-1998. The Possessed; Young, Henry Lyon. Spanish evening",characterization; George Shdanoff; Henry Lyon Young; Possessed; Spanish Evening; style,https://collections.uwindsor.ca/files/original/de68843d17eb0cd495656cc7f58b38cde77d02e0.pdf
1,style,846,"March 7, 1938","March 7, 1938",https://collections.uwindsor.ca/chekhov/item/846,"Shdanoff, George, 1905-1998. The Possessed; Berger, Henning, 1872-1924. The Deluge",Berger; Deluge; George Shdanoff; Possessed; presence; style,https://collections.uwindsor.ca/files/original/a19fe4deed8c2af91df765aaf91f26161feb3d03.pdf
1,mise,848,"March 8, 1938 (afternoon)","March 8, 1938",https://collections.uwindsor.ca/chekhov/item/848,"Shakespeare, William, 1564-1616. Merchant of Venice; Shakespeare, William, 1564-1616. Othello; Shakespeare, William, 1564-1616. Romeo and Juliet",Blair Cutting; costume; Daphne Moore; Dennis; Hurd Hatfield; imagination; Mary Lou Taylor; Merchant of Venice; mise en scène; psychological gesture; Sam Schatz; Shakespeare; Valerie; Woodrow Chambliss,https://collections.uwindsor.ca/files/original/c8278710ab789a625d44cebe6841eae32d9223f0.pdf
1,theatre,677,"March 9, 1937: Appraisal or evaluation of performance: The First Studio (Moscow Art Theatre Second)","March 9, 1937",https://collections.uwindsor.ca/chekhov/item/677,Moscow Art Theatre,Moscow Art Theatre,https://collections.uwindsor.ca/files/original/f9c12a50970c6d1fd1b7b50a97bebc4ee3535a3f.pdf
1,theatre,565,"Impressions of Michael Chekhov, the actor, and recollections of the Chekhov Theatre Studio","March, 1976",https://collections.uwindsor.ca/chekhov/item/565,"Gogol, Nikolai Vasilevich, 1809-1852. The Inspector general; Berger, Henning, 1872-1924. The Deluge; Shakespeare, William, 1564-1616. Hamlet; Chekhov, Michael, 1891-1955. To the actor, on the technique of acting",Anton Chekhov; Berger; Chekhov Theatre Studio; Dartington Hall; Deirdre Hurst; Deluge; Gogol; Hamlet; Inspector General; Shakespeare; To the Actor,https://collections.uwindsor.ca/files/original/a71648f493a7c7a39240c501ff731d49582edf79.pdf
1,director,697,"May 1, 1937","May 1, 1937",https://collections.uwindsor.ca/chekhov/item/697,"Meyerhold, Vsevolod, 1874-1940; Słowacki, Juliusz, 1809-1849. Balladina; Shakespeare, William, 1564-1616. Macbeth; Rainis, Jānis, 1865-1929. The Golden steed; Mussolini, Benito, 1883-1945",Alan Harkness; Balladina; Deirdre Hurst; director; Macbeth; Meyerhold; Mussolini; psychological gesture; Shakespeare; Słowacki,https://collections.uwindsor.ca/files/original/79e80060df35e157a58dc0344137d4bd28b9689f.pdf
1,style,873,"May 10, 1938 (afternoon)","May 10, 1938",https://collections.uwindsor.ca/chekhov/item/873,"Shdanoff, George, 1905-1998. The Possessed; Young, Henry Lyon. Spanish evening",feeling of truth; George Shdanoff; Henry Lyon Young; justification; method [Chekhov]; Possessed; psychological gesture; Spanish Evening; style; technique,https://collections.uwindsor.ca/files/original/7deedba3c73650ce7d5bcc86221bcf51fac9f964.pdf
1,form,872,"May 10, 1938 (morning)","May 10, 1938",https://collections.uwindsor.ca/chekhov/item/872,"Shdanoff, George, 1905-1998. The Possessed; Stanislavsky, Konstantin, 1863-1938",characterization; form; George Shdanoff; method [Chekhov]; Possessed; psychological gesture; Stanislavsky,https://collections.uwindsor.ca/files/original/3b7720c2f690a45781d830df0938fd562254adef.pdf
1,director,701,"May 11, 1937","May 11, 1937",https://collections.uwindsor.ca/chekhov/item/701,"Słowacki, Juliusz, 1809-1849. Balladina",Balladina; director; movement; Słowacki,https://collections.uwindsor.ca/files/original/533a75b43620f63536130de7c67806fc7320f33c.pdf
1,atmosphere,874,"May 12, 1938","May 12, 1938",https://collections.uwindsor.ca/chekhov/item/874,"Shdanoff, George, 1905-1998. The Possessed",atmosphere; George Shdanoff; method [Chekhov]; Possessed,https://collections.uwindsor.ca/files/original/15470ac5bd1a88bc2f19e2a023478f5a31b36beb.pdf
1,style,875,"May 17, 1938","May 17, 1938",https://collections.uwindsor.ca/chekhov/item/875,"Young, Henry Lyon. Spanish evening",Alan Harkness; Blair Cutting; characterization; Dorothy Elmhirst; Peter Tunnard; Sam Schatz; style; Terence Morgan,https://collections.uwindsor.ca/files/original/3195564f7d75df451d18ba6baaa30bc99c3dd6ca.pdf
1,tempo,956,"May 18, 1939","May 18, 1939",https://collections.uwindsor.ca/chekhov/item/956,"Gorky, Maksim, 1868-1936. The Lower depths; Shdanoff, George, 1905-1998. The Possessed",Alan Harkness; Blair Cutting; Catharine; Erika Kapralik Chambliss; George Shdanoff; Gorky; Jean[ne]; Lower Depths; Possessed; psychological gesture; Sam Schatz; tempo,https://collections.uwindsor.ca/files/original/0d1f60b3dd441c8b89bc7adec1f6c7f1c316b344.pdf
1,objective,704,"May 19, 1937","May 19, 1937",https://collections.uwindsor.ca/chekhov/item/704,"Shakespeare, William, 1564-1616. King Lear; Słowacki, Juliusz, 1809-1849. Balladina",Balladina; King Lear; metamorphosis; objective; Shakespeare; Słowacki,https://collections.uwindsor.ca/files/original/6ccc475fa9368768054e26efae61fbb7767bbd09.pdf
1,objective,878,"May 21, 1938 (afternoon)","May 21, 1938",https://collections.uwindsor.ca/chekhov/item/878,"Stanislavsky, Konstantin, 1863-1938; Shakespeare, William, 1564-1616. Hamlet; Steiner, Rudolf, 1861-1925",Alan Harkness; body; gesture; Hamlet; objective; Shakespeare; Stanislavsky; Steiner; will,https://collections.uwindsor.ca/files/original/998a6c46918b896aa442b5d090fee04a37f2046d.pdf
1,style,879,"May 21, 1938 (afternoon)","May 22, 1938",https://collections.uwindsor.ca/chekhov/item/879,"Shdanoff, George, 1905-1998. The Possessed; Dostoyevsky, Fyodor, 1821-1881. Crime and punishment",Crime and Punishment; Deirdre Hurst; Dorothy Elmhirst; Dostoyevsky; fire; George Shdanoff; John Schoepperle; Possessed; psychology; style,https://collections.uwindsor.ca/files/original/3c402c0d36af2f071006d46c0d9815fabc0b91ce.pdf
1,atmosphere,957,"May 22, 1939","May 22, 1939",https://collections.uwindsor.ca/chekhov/item/957,,atmosphere; speech,https://collections.uwindsor.ca/files/original/74f1e68e2f66dd173683ae7d68c92a558a149b5e.pdf
1,style,880,"May 25, 1938","May 26, 1938",https://collections.uwindsor.ca/chekhov/item/880,"Young, Henry Lyon. Spanish evening",Henry Lyon Young; Spanish Evening; style,https://collections.uwindsor.ca/files/original/fb03aa69f3c2150ebd9c0f458fc5f4a23bd4c487.pdf
1,style,869,"May 3, 1938 (afternoon)","May 3, 1938",https://collections.uwindsor.ca/chekhov/item/869,"Young, Henry Lyon. Spanish evening",Henry Lyon Young; inspiration; method [Chekhov]; radiating; Spanish Evening; style,https://collections.uwindsor.ca/files/original/afb5a06eee0e2162b6ad24ea76af9a3c4bdf49b2.pdf
1,atmosphere,882,"May 30, 1938","May 30, 1938",https://collections.uwindsor.ca/chekhov/item/882,"Stanislavsky, Konstantin, 1863-1938; Chekhov, Anton Pavlovich, 1860-1904; Ibsen, Henrik, 1828-1906",Alan Harkness; atmosphere; Blair Cutting; creativity; Hurd Hatfield; improvisation; Jean[ne]; John Schoepperle; Mary La; Mary Lou Taylor; method [Chekhov]; Paul Rogers; Peter Tunnard; René; Sam Schatz; Veronica; Woodrow Chambliss,https://collections.uwindsor.ca/files/original/65cd2883e3f661d1a646ac6214ada42caca629c0.pdf
1,play,708,"May 31, 1937","May 31, 1937",https://collections.uwindsor.ca/chekhov/item/708,"Rainis, Jānis, 1865-1929. The Golden steed",flying over the play; Golden Steed; Rainis,https://collections.uwindsor.ca/files/original/81a67196825c067f8137f23472784fd954f077d2.pdf
1,atmosphere,1011,"November 1, 1939","November 1, 1939",https://collections.uwindsor.ca/chekhov/item/1011,"Shdanoff, George, 1905-1998. The Possessed; Dickens, Charles, 1812-1870. Pickwick papers; Rembrandt Harmenszoon van Rijn, 1606-1669",atmosphere; Beatrice Straight; Dickens; George Shdanoff; method [Chekhov]; Pickwick Papers; Possessed; presence; Rembrandt,https://collections.uwindsor.ca/files/original/ceec1253d5e5e0101dcee6ca8a20d4fff3fb2728.pdf
1,play,1012,"November 1, 1939: Interview with the Christian Science Monitor","November 1, 1939",https://collections.uwindsor.ca/chekhov/item/1012,"Chekhov, Anton Pavlovich, 1860-1904; Shakespeare, William, 1564-1616",Anton Chekhov; archetype; characterization; humor; idea of the play; Shakespeare,https://collections.uwindsor.ca/files/original/3c4a964c34f4300fc3eb92bd3b6912595a758879.pdf
1,rhythm,779,"November 11, 1937","November 11, 1937",https://collections.uwindsor.ca/chekhov/item/779,"Michelangelo Buonarroti, 1475-1564",exercises; improvisation; Michelangelo; rhythm,https://collections.uwindsor.ca/files/original/7729879927c02561133403a906e8f06ab0d77aaa.pdf
1,tempo,923,"November 12, 1938","November 12, 1938",https://collections.uwindsor.ca/chekhov/item/923,"Young, Henry Lyon. Spanish evening",fire; Henry Lyon Young; Spanish Evening; tempo,https://collections.uwindsor.ca/files/original/5d97b70d0275b0d59053a07ada5e78723a2b28fb.pdf
1,style,1058,"November 12, 1940","November 12, 1940",https://collections.uwindsor.ca/chekhov/item/1058,,clown; comedy; drama; style; tragedy,https://collections.uwindsor.ca/files/original/5725971c12d0c2a8afa0a4ba0e69077b30e2b1dd.pdf
1,rhythm,782,"November 15, 1937","November 15, 1937",https://collections.uwindsor.ca/chekhov/item/782,"Shakespeare, William, 1564-1616. Hamlet; Vakhtangov, Evgenii, 1883-1922",cliché; Hamlet; improvisation; incorporation; rhythm; Shakespeare; the pause; Vakhtangov,https://collections.uwindsor.ca/files/original/a1f9a8f5fbd8a3be35f49ec7da696f663832574f.pdf
1,tempo,1014,"November 15, 1939","November 15, 1939",https://collections.uwindsor.ca/chekhov/item/1014,"Dickens, Charles, 1812-1870. Pickwick papers",characterization; Dickens; fairy tale; feeling of truth; Pickwick Papers; tempo; transitions,https://collections.uwindsor.ca/files/original/75694d17b66cd0e4ec5799014b6c74b8b82aebdc.pdf
1,atmosphere,624,"November 17, 1936","November 17, 1936",https://collections.uwindsor.ca/chekhov/item/624,"Rainis, Jānis, 1865-1929. The Golden steed",atmosphere; feeling of truth,https://collections.uwindsor.ca/files/original/9c8d3345f2c7b4484c9cd4b668aac2a0de6cbac3.pdf
1,objective,783,"November 17, 1937","November 17, 1937",https://collections.uwindsor.ca/chekhov/item/783,"Shakespeare, William, 1564-1616. Hamlet",Hamlet; improvisation; objective; Shakespeare,https://collections.uwindsor.ca/files/original/5a5566edada535b25e77ec14c97c36c7ca6c00f6.pdf
1,group,1015,"November 17, 1939: Meeting with members of the group","November 17, 1939",https://collections.uwindsor.ca/chekhov/item/1015,,Alice Crowther; Beatrice Straight; Blair Cutting; Erika Kapralik Chambliss; Eugene Somoff; George Shdanoff; Hurd Hatfield; John Flynn; Lonnie; Louise; Mary La; Mary Lou Taylor; Sam Schatz; Tanny; Tom Hughes; Woodrow Chambliss,https://collections.uwindsor.ca/files/original/b1f56dc393b31b404a0b9d2ba57c7f57e872f10c.pdf
1,atmosphere,1073,"November 17, 1941: Michael Chekhov's fourth class for professional actors: Theory and practice","November 17, 1941",https://collections.uwindsor.ca/chekhov/item/1073,,anticipation; atmosphere; exercises; feeling of ease; improvisation; preparation; sustaining; the pause,https://collections.uwindsor.ca/files/original/fe33316a32a0bea25bea3376610b57ce766b5c5b.pdf
1,play,625,"November 18, 1936","November 18, 1936",https://collections.uwindsor.ca/chekhov/item/625,"Rainis, Jānis, 1865-1929. The Golden steed",flying over the play; movement; Peter Tunnard,https://collections.uwindsor.ca/files/original/1fcc365e54c7f999468c84b1fa503062c497bb0a.pdf
1,objective,776,"November 2, 1937","November 2, 1937",https://collections.uwindsor.ca/chekhov/item/776,"Berger, Henning, 1872-1924. The Deluge",Berger; Deluge; improvisation; incorporation; objective; psychological gesture,https://collections.uwindsor.ca/files/original/ea90be8cd12879825db3e36cb3af21770fee742c.pdf
1,form,627,"November 21, 1936","November 21, 1936",https://collections.uwindsor.ca/chekhov/item/627,"Rainis, Jānis, 1865-1929. The Golden steed",dynamics; feeling of form; Golden Steed; Rainis,https://collections.uwindsor.ca/files/original/cdbe14f3a5fcaa28017108631105830c2b86a218.pdf
1,form,628,"November 23, 1936","November 23, 1936",https://collections.uwindsor.ca/chekhov/item/628,"Rainis, Jānis, 1865-1929. The Golden steed; Stanislavsky, Konstantin, 1863-1938; Delsarte, François, 1811-1871",Alan Harkness; Delsarte; Eleanor Paison; Esme Hubbard; Eurhythmy; feeling of form; Golden Steed; Peter Tunnard; psychological gesture; Rainis; Stanislavsky; Volkonsky,https://collections.uwindsor.ca/files/original/b62d4d3482fbe142f228ba33193a845ce74bf7d7.pdf
1,form,1075,"November 24, 1941: Michael Chekhov's sixth class for professional actors: The creative process -- The inspiration -- The method","November 24, 1941",https://collections.uwindsor.ca/chekhov/item/1075,"Tolstoy, Leo, 1828-1910",body; characterization; creativity; Dickens; exercises; feeling of ease; feeling of form; imagination; inspiration; intellect; Leo Tolstoy; method [Chekhov]; movement; Pickwick Papers,https://collections.uwindsor.ca/files/original/08f95e8a833eb7b3958cb11238ab06cc63364865.pdf
1,scene,630,"November 25, 1936","November 25, 1936",https://collections.uwindsor.ca/chekhov/item/630,"Rainis, Jānis, 1865-1929. The Golden steed; Vakhtangov, Evgenii, 1883-1922; The fishing scene",Eleanor Paison; fishing scene; Golden Steed; Rainis; Vakhtangov,https://collections.uwindsor.ca/files/original/e4a101509cf81616fff4e765f38a6043b821c080.pdf
1,ensemble,632,"November 26, 1936","November 26, 1936",https://collections.uwindsor.ca/chekhov/item/632,"Rainis, Jānis, 1865-1929. The Golden steed; Shakespeare, William, 1564-1616. Hamlet",ensemble feeling; Golden Steed; radiating; Rainis; space; the pause,https://collections.uwindsor.ca/files/original/dd20ccab6d711a44b7e436376f9ed4a455d7ff64.pdf
1,style,1067,"November 28, 1941","November 28, 1941",https://collections.uwindsor.ca/chekhov/item/1067,"Chekhov, Anton Pavlovich, 1860-1904; Ibsen, Henrik, 1828-1906; Shakespeare, William, 1564-1616",Anton Chekhov; clown; comedy; creativity; drama; exercises; style; tragedy,https://collections.uwindsor.ca/files/original/a86e222e9092ec39ba794e2cbbefc9b69bf8931c.pdf
1,rehearsal,920,"November 3, 1938: Rehearsal suggestions for Spanish Evening and The Possessed","November 3, 1938",https://collections.uwindsor.ca/chekhov/item/920,"Young, Henry Lyon. Spanish evening; Shdanoff, George, 1905-1998. The Possessed",George Shdanoff; Henry Lyon Young; Mary La; Paul Rogers; Possessed; Spanish Evening,https://collections.uwindsor.ca/files/original/281ab53a0aaf4c919730ce6cb77ba2f62fcb18bd.pdf
1,form,1064,"November 7, 1941: Lesson for students in New York class","November 7, 1941",https://collections.uwindsor.ca/chekhov/item/1064,,center; exercises; feeling of ease; feeling of form,https://collections.uwindsor.ca/files/original/40aa7563dda05c50cc8f768341fd6977f8491b22.pdf
1,atmosphere,765,"October 18, 1937","October 18, 1937",https://collections.uwindsor.ca/chekhov/item/765,,atmosphere; exercises; improvisation; psychological gesture,https://collections.uwindsor.ca/files/original/b7fee2a5a39507463087432edf601b503d0691ba.pdf
