score,matched_terms,id,title,date,item_url,subjects,tags,media_urls
1,atmosphere,754,"October 2, 1937","October 2, 1937",https://collections.uwindsor.ca/chekhov/item/754,"Dostoyevsky, Fyodor, 1821-1881",atmosphere; characterization; contact; Dostoyevsky; exercises; improvisation; inspiration; open heart,https://collections.uwindsor.ca/files/original/6b9ebbfe21dcbec1bbf3b0c5d43433f53b1b4232.pdf
1,objective,767,"October 20, 1937","October 20, 1937",https://collections.uwindsor.ca/chekhov/item/767,,characterization; exercises; movement; objective,https://collections.uwindsor.ca/files/original/5270b20d787d2745216ab88fa56c3b07ad1f517e.pdf
1,ensemble,1062,"October 21, 1941: First lesson to students in New York class","October 21, 1941",https://collections.uwindsor.ca/chekhov/item/1062,,body; ensemble feeling; psychology; soul,https://collections.uwindsor.ca/files/original/bc5f8e8bf812c56419933a452ce10e97949c0f79.pdf
1,tempo,916,"October 28, 1938","October 28, 1938",https://collections.uwindsor.ca/chekhov/item/916,"Young, Henry Lyon. Spanish evening; Cervantes Saavedra, Miguel de, 1547-1616. Don Quixote",Cervantes; characterization; commedia dell'arte; Don Quixote; Henry Lyon Young; humor; Hurd Hatfield; Paul Rogers; Spanish Evening; tempo,https://collections.uwindsor.ca/files/original/e9a085e5d09bbf9b8aad66da63f48c5a53ab1408.pdf
1,theatre,917,"October 31, 1938","October 31, 1938",https://collections.uwindsor.ca/chekhov/item/917,"Young, Henry Lyon. Spanish evening; Moscow Art Theatre; Stanislavsky, Konstantin, 1863-1938",Deirdre Hurst; Erika Kapralik Chambliss; Henry Lyon Young; Mary Lou Taylor; Moscow Art Theatre; Paul Rogers; psychological gesture; Spanish Evening; Stanislavsky; Woodrow Chambliss,https://collections.uwindsor.ca/files/original/24657eed29c229dad7cb4c5bbecdb6d8dbfd0a89.pdf
1,scene,755,"October 4, 1937","October 4, 1937",https://collections.uwindsor.ca/chekhov/item/755,"Gogol, Nikolai Vasilevich, 1809-1852. The Inspector general; Shakespeare, William, 1564-1616. King Lear; Shakespeare, William, 1564-1616. Hamlet; The fishing scene; Chekhov, Anton Pavlovich, 1860-1904. Three sisters",Anton Chekhov; concentration; contact; exercises; fishing scene; Gogol; Hamlet; imagination; improvisation; Inspector General; King Lear; Shakespeare; Three Sisters,https://collections.uwindsor.ca/files/original/0f5b47ae117ec9f9a7c8450938e35ae555992c61.pdf
1,director,911,"October 5, 1938: Transform director's suggestion into actor's desire","October 5, 1938",https://collections.uwindsor.ca/chekhov/item/911,"Shdanoff, George, 1905-1998. The Possessed",Cervantes; director; Don Quixote; George Shdanoff; Possessed,https://collections.uwindsor.ca/files/original/f00c4aef9d5917d8441d218d0db59853a3011a1d.pdf
1,form,1009,"October 5, 1939","October 5, 1939",https://collections.uwindsor.ca/chekhov/item/1009,"Goethe, Johann Wolfgang von, 1749-1832; Shakespeare, William, 1564-1616. Hamlet; Shdanoff, George, 1905-1998. The Possessed",body; exercises; feeling of ease; feeling of form; George Shdanoff; Goethe; Hamlet; imagination; method [Chekhov]; Possessed; Shakespeare; will,https://collections.uwindsor.ca/files/original/98c45cf1ef8febc856259a9ed76e8fd7ae406676.pdf
1,theatre,1010,"October 5, 1939: Graduation of six students -- Recipients of actor's diplomas and teacher's certificates","October 5, 1939",https://collections.uwindsor.ca/chekhov/item/1010,"Moscow Art Theatre; Reinhardt, Max, 1873-1943; Jilinsky, Andrius",Alan Harkness; Beatrice Straight; Blair Cutting; Deirdre Hurst; Dorothy Elmhirst; Peter Tunnard,https://collections.uwindsor.ca/files/original/6d3c957087b84856b46fe2b52589695cb8abaa5b.pdf
1,scene,756,"October 6, 1937","October 6, 1937",https://collections.uwindsor.ca/chekhov/item/756,The fishing scene,concentration; contact; exercises; fishing scene; imagination; incorporation; inspiration; movement,https://collections.uwindsor.ca/files/original/c77fa30a6041c117083363507ab8d35ef1f2b306.pdf
1,style,998,"September 11, 1939","September 11, 1939",https://collections.uwindsor.ca/chekhov/item/998,"Shdanoff, George, 1905-1998. The Possessed; Shakespeare, William, 1564-1616. Hamlet",fire; George Shdanoff; Hamlet; Possessed; Shakespeare; style,https://collections.uwindsor.ca/files/original/6dc2b7a54633f63f519b6a386817dc04252a2ede.pdf
1,ensemble,1053,"September 16, 1940","September 16, 1940",https://collections.uwindsor.ca/chekhov/item/1053,"Strindberg, August, 1849-1912. Stronger",ensemble feeling; Pas; Penny; radiating; Strindberg; Stronger; transitions,https://collections.uwindsor.ca/files/original/addeb94bf683ca6b97d722fe6dd80cee5612e4b2.pdf
1,ensemble,1055,"September 16, 1940","September 16, 1940",https://collections.uwindsor.ca/chekhov/item/1055,"Steiner, Rudolf, 1861-1925",body; ensemble feeling; exercises; psychology; Steiner,https://collections.uwindsor.ca/files/original/fa12174b68eaa980d00203b6ef0191e3b1b42265.pdf
1,form,1054,"September 16, 1940 (afternoon)","September 16, 1940",https://collections.uwindsor.ca/chekhov/item/1054,"Dickens, Charles, 1812-1870. Pickwick papers",Dickens; exercises; feeling of ease; feeling of form; Pickwick Papers,https://collections.uwindsor.ca/files/original/0b171f5b66ebf7c14dd9ae0ea7dfec96d1d80dee.pdf
1,tempo,1001,"September 20, 1939","September 20, 1939",https://collections.uwindsor.ca/chekhov/item/1001,"Shakespeare, William, 1564-1616. King Lear",exercises; King Lear; presence; radiating; Shakespeare; tempo,https://collections.uwindsor.ca/files/original/736a4878a0cb7d490bb413e1f391ef54f7ff90a2.pdf
1,atmosphere,1056,"September 23, 1940","September 23, 1940",https://collections.uwindsor.ca/chekhov/item/1056,"Shakespeare, William, 1564-1616. Hamlet",atmosphere; Hamlet; inspiration; psychology; Shakespeare; soul; will,https://collections.uwindsor.ca/files/original/b8e587cd8a4fea17f7a67569a9f10b9e763662aa.pdf
1,tempo,1003,"September 24, 1939","September 24, 1939",https://collections.uwindsor.ca/chekhov/item/1003,"Shakespeare, William, 1564-1616. King Lear; Moissi, Alexander, 1879-1935; Shakespeare, William, 1564-1616. Hamlet",exercises; fire; Hamlet; King Lear; Moissi; radiating; Shakespeare; tempo; transitions,https://collections.uwindsor.ca/files/original/6746c5c0fe38cb389497f2ef241306c22442960f.pdf
1,tempo,1004,"September 25, 1939","September 25, 1939",https://collections.uwindsor.ca/chekhov/item/1004,,exercises; tempo,https://collections.uwindsor.ca/files/original/bd3e1400816e6641ab840bd36b787f1be9e78e15.pdf
1,scene,749,"September 27, 1937 (afternoon)","September 27, 1937",https://collections.uwindsor.ca/chekhov/item/749,"The fairy tale / Two kings (scene); The fishing scene; Chaliapin, Fyodor Ivanovich, 1873-1938; Shakespeare, William, 1564-1616. King Lear",archetype; Chaliapin; fairy tale; fishing scene; King Lear; Shakespeare,https://collections.uwindsor.ca/files/original/cf9684a3b207bd3c6399f2ffad5260d688bb15e5.pdf
1,objective,752,"September 30, 1937","September 30, 1937",https://collections.uwindsor.ca/chekhov/item/752,"Stanislavsky, Konstantin, 1863-1938. Actor prepares; Shakespeare, William, 1564-1616. Hamlet; Strindberg, August, 1849-1912. Erik XIV; Klemperer, Otto, 1885-1973; Vakhtangov, Evgenii, 1883-1922; Chekhov, Anton Pavlovich, 1860-1904. Three sisters",Actor Prepares; Anton Chekhov; characterization; concentration; Erik XIV; Hamlet; imagination; improvisation; incorporation; Klemperer; objective; psychological gesture; Shakespeare; Stanislavsky; Strindberg; Three Sisters; Vakhtangov,https://collections.uwindsor.ca/files/original/3fb3acda7bf7faff226f074d6d2416ed443c2ba5.pdf
1,atmosphere,995,"September 5, 1939","September 5, 1939",https://collections.uwindsor.ca/chekhov/item/995,"Shdanoff, George, 1905-1998. The Possessed; Hitler, Adolf, 1889-1945; Steiner, Rudolf, 1861-1925; Schopenhauer, Arthur, 1788-1860",atmosphere; Beatrice Straight; body; Catherine Gabrielson; characterization; Ellen Van Volkenberg; George Shdanoff; Hitler; Hurd Hatfield; performance; Peter Tunnard; Schopenhauer; soul; Steiner,https://collections.uwindsor.ca/files/original/b81b422023c2b07c4f448307e4e59f66320b21cf.pdf
1,atmosphere,996,"September 6, 1939","September 6, 1939",https://collections.uwindsor.ca/chekhov/item/996,"Shdanoff, George, 1905-1998. The Possessed",atmosphere; Beatrice Straight; Blair Cutting; fairy tale; George Shdanoff; Hurd Hatfield; John Flynn; Lonnie; Mary Lou Taylor; Peter Tunnard; Possessed; Tom Hughes,https://collections.uwindsor.ca/files/original/6c556befb326e4f9beb67d175b12b867d6623de0.pdf
1,ensemble,1052,"September 6, 1940","September 6, 1940",https://collections.uwindsor.ca/chekhov/item/1052,"Tree, Iris, 1897-1968. Troublemaker-Doublemaker",characterization; ensemble feeling; exercises; imagination; Iris Tree; Troublemaker-Doublemaker,https://collections.uwindsor.ca/files/original/0b6c92b01981a78520dec6b677a8ebf117dc81e2.pdf
1,atmosphere,997,"September 7, 1939","September 7, 1939",https://collections.uwindsor.ca/chekhov/item/997,"Shdanoff, George, 1905-1998. The Possessed",atmosphere; characterization; George Shdanoff; Possessed,https://collections.uwindsor.ca/files/original/0a0a8939b14fa3db6a4341e7381d1a5ed68be70a.pdf
1,play,993,"September, 1939: The Possessed by Dostoyevsky: The historical background and some of the ideas underlying the play as described by Eugene Somoff","September, 1939",https://collections.uwindsor.ca/chekhov/item/993,"Dostoyevsky, Fyodor, 1821-1881. The Possessed; Marx, Karl, 1818-1883; Stalin, Joseph, 1878-1953; Lenin, Vladimir Ilʹich, 1870-1924",Dostoyevsky; Lenin; Marx; Possessed; Stalin,https://collections.uwindsor.ca/files/original/529f92b0f40902f8e1355a1eb2e8da691940c408.pdf
